sample_id,site_id,site_name,location_id,matrix,latitude,longitude,collection_date,analysis_date,analyte,analytical_method,analyte_category,result_value,result_unit,detection_limit,qualifier,regulatory_mcl,lab_name,validator_initials,flag_missing_field,flag_duplicate_id,flag_impossible_value,holding_time_days,flag_holding_time_violation,flag_regulatory_exceedance,overall_qaqc_status,regulatory_status
SB-02-03-20230603-00820,SITE-02,Industrial Park - Elizabeth,SB-02-03,SOIL,40.655176,-74.204147,2023-06-03,2023-06-04,pH,EPA 9040,FIELD,7.42,SU,0.01,,,Eurofins TestAmerica,KP,False,False,False,1.0,True,False,FAIL,WITHIN_LIMIT
SB-02-03-20240826-00821,SITE-02,Industrial Park - Elizabeth,SB-02-03,SOIL,40.655176,-74.204147,2024-08-26,2024-12-18,Arsenic,EPA 6020,METAL,1.319,ug/L,0.5,,10.0,Pace Analytical,RS,False,False,False,114.0,False,False,PASS,WITHIN_LIMIT
SB-04-08-20240815-00822,SITE-04,Rail Yard - Kearny,SB-04-08,SOIL,40.771768,-74.145978,2024-08-15,2025-01-08,Cadmium,EPA 6020,METAL,0.798,ug/L,0.25,,5.0,Eurofins TestAmerica,JM,False,False,False,146.0,False,False,PASS,WITHIN_LIMIT
SB-02-02-20241023-00823,SITE-02,Industrial Park - Elizabeth,SB-02-02,SOIL,40.658445,-74.209608,2024-10-23,2024-10-23,pH,EPA 9040,FIELD,6.93,SU,0.01,,,Pace Analytical,TL,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
MW-03-04-20240701-00824,SITE-03,Former Gas Station - Paterson,MW-03-04,GW,40.911338,-74.168404,2024-07-01,2024-10-16,Lead,EPA 6020,METAL,34.599,ug/L,0.75,,15.0,ALS Environmental,KP,False,False,False,107.0,False,True,PASS,EXCEEDANCE
SB-04-02-20240801-00825,SITE-04,Rail Yard - Kearny,SB-04-02,SOIL,40.77205,-74.152605,2024-08-01,2024-08-12,Vinyl Chloride,EPA 8260,VOC,0.355,ug/L,0.1,,2.0,Eurofins TestAmerica,RS,False,False,False,11.0,False,False,PASS,WITHIN_LIMIT
MW-01-01-20230107-00826,SITE-01,Former Dry Cleaner - Newark,MW-01-01,GW,40.734478,-74.165228,2023-01-07,2023-01-07,Trichloroethylene,EPA 8260,VOC,0.922,ug/L,0.25,,5.0,Pace Analytical,JM,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
SB-02-02-20250327-00827,SITE-02,Industrial Park - Elizabeth,SB-02-02,SOIL,40.658445,-74.209608,2025-03-27,2025-04-03,"1,1-Dichloroethylene",EPA 8260,VOC,3.111,ug/L,0.35,,7.0,ALS Environmental,JM,False,False,False,7.0,False,False,PASS,WITHIN_LIMIT
MW-01-06-20231016-00828,SITE-01,Former Dry Cleaner - Newark,MW-01-06,GW,40.744235,-74.169523,2023-10-16,2023-10-21,Tetrachloroethylene,EPA 8260,VOC,23.408,ug/L,0.25,,5.0,Pace Analytical,TL,False,False,False,5.0,False,True,PASS,EXCEEDANCE
SB-04-10-20230525-00829,SITE-04,Rail Yard - Kearny,SB-04-10,SOIL,40.771094,-74.144328,2023-05-25,2023-05-26,pH,EPA 9040,FIELD,7.55,SU,0.01,,,Pace Analytical,KP,False,False,False,1.0,True,False,FAIL,WITHIN_LIMIT
MW-03-07-20230420-00830,SITE-03,Former Gas Station - Paterson,MW-03-07,GW,40.923445,-74.165705,2023-04-20,2023-05-05,Mercury,EPA 7470,METAL,0.33,ug/L,0.1,,2.0,Pace Analytical,TL,False,False,False,15.0,False,False,PASS,WITHIN_LIMIT
SB-04-01-20230220-00831,SITE-04,Rail Yard - Kearny,SB-04-01,SOIL,40.76615,-74.149633,2023-02-20,2023-06-30,Arsenic,EPA 6020,METAL,0.435,ug/L,0.5,,10.0,Pace Analytical,KP,False,False,False,130.0,False,False,PASS,WITHIN_LIMIT
MW-03-05-20240722-00832,SITE-03,Former Gas Station - Paterson,MW-03-05,GW,40.915543,-74.165146,2024-07-22,2024-07-22,pH,EPA 9040,FIELD,6.98,SU,0.01,,,Pace Analytical,KP,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
SB-02-06-20231110-00833,SITE-02,Industrial Park - Elizabeth,SB-02-06,SOIL,40.671762,-74.205132,2023-11-10,2023-11-23,"1,1-Dichloroethylene",EPA 8260,VOC,32.351,ug/L,0.35,,7.0,Eurofins TestAmerica,KP,False,False,False,13.0,False,True,PASS,EXCEEDANCE
MW-03-04-20230517-00834,SITE-03,Former Gas Station - Paterson,MW-03-04,GW,40.911338,-74.168404,2023-05-17,2023-10-28,Lead,EPA 6020,METAL,2.616,ug/L,0.75,,15.0,ALS Environmental,KP,False,False,False,164.0,False,False,PASS,WITHIN_LIMIT
MW-03-01-20230216-00835,SITE-03,Former Gas Station - Paterson,MW-03-01,GW,40.913317,-74.174391,2023-02-16,2023-02-17,"1,1-Dichloroethylene",EPA 8260,VOC,3.849,ug/L,0.35,,7.0,Eurofins TestAmerica,RS,False,False,False,1.0,False,False,PASS,WITHIN_LIMIT
MW-05-04-20230922-00836,SITE-05,Chemical Plant - Linden,MW-05-04,GW,40.616679,-74.253434,2023-09-22,2023-09-22,Mercury,EPA 7470,METAL,0.219,ug/L,0.1,,2.0,ALS Environmental,JM,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
MW-05-06-20240521-00837,SITE-05,Chemical Plant - Linden,MW-05-06,GW,40.625238,-74.243459,2024-05-21,2024-06-02,Benzene,EPA 8260,VOC,11.395,ug/L,0.25,,5.0,Eurofins TestAmerica,JM,False,False,False,12.0,False,True,PASS,EXCEEDANCE
MW-03-07-20230926-00838,SITE-03,Former Gas Station - Paterson,MW-03-07,GW,40.923445,-74.165705,2023-09-26,2023-11-10,Mercury,EPA 7470,METAL,3.242,ug/L,0.1,,2.0,Eurofins TestAmerica,TL,False,False,False,45.0,False,True,PASS,EXCEEDANCE
SB-02-01-20230920-00839,SITE-02,Industrial Park - Elizabeth,SB-02-01,SOIL,40.670355,-74.211832,2023-09-20,2023-10-09,Mercury,EPA 7470,METAL,0.367,ug/L,0.1,,2.0,ALS Environmental,TL,False,False,False,19.0,False,False,PASS,WITHIN_LIMIT
SB-04-07-20250502-00840,SITE-04,Rail Yard - Kearny,SB-04-07,SOIL,40.761196,-74.153109,2025-05-02,2025-05-02,"1,1-Dichloroethylene",EPA 8260,VOC,5.32,ug/L,0.35,,7.0,ALS Environmental,TL,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
MW-01-03-20240406-00841,SITE-01,Former Dry Cleaner - Newark,MW-01-03,GW,40.745212,-74.167177,2024-04-06,2024-04-13,"1,1-Dichloroethylene",EPA 8260,VOC,1.164,ug/L,0.35,,7.0,Pace Analytical,TL,False,False,False,7.0,False,False,PASS,WITHIN_LIMIT
MW-03-06-20230208-00842,SITE-03,Former Gas Station - Paterson,MW-03-06,GW,40.920805,-74.175553,2023-02-08,2023-03-02,Arsenic,EPA 6020,METAL,24.625,ug/L,0.5,,10.0,Pace Analytical,JM,False,False,False,22.0,False,True,PASS,EXCEEDANCE
SB-02-06-20230609-00843,SITE-02,Industrial Park - Elizabeth,SB-02-06,SOIL,40.671762,-74.205132,2023-06-09,2023-06-09,pH,EPA 9040,FIELD,8.34,SU,0.01,,,Eurofins TestAmerica,RS,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
MW-01-03-20230206-00844,SITE-01,Former Dry Cleaner - Newark,MW-01-03,GW,40.745212,-74.167177,2023-02-06,2023-02-10,Tetrachloroethylene,EPA 8260,VOC,3.189,ug/L,0.25,,5.0,ALS Environmental,RS,False,False,False,4.0,False,False,PASS,WITHIN_LIMIT
SB-02-07-20250426-00845,SITE-02,Industrial Park - Elizabeth,SB-02-07,SOIL,40.657793,-74.211366,2025-04-26,2025-06-23,Cadmium,EPA 6020,METAL,8.367,ug/L,0.25,,5.0,ALS Environmental,RS,False,False,False,58.0,False,True,PASS,EXCEEDANCE
MW-05-02-20230910-00846,SITE-05,Chemical Plant - Linden,MW-05-02,GW,40.620734,-74.250308,2023-09-10,2023-09-14,Mercury,EPA 7470,METAL,0.13,ug/L,0.1,,2.0,Pace Analytical,JM,False,False,False,4.0,False,False,PASS,WITHIN_LIMIT
MW-01-03-20230104-00847,SITE-01,Former Dry Cleaner - Newark,MW-01-03,GW,40.745212,-74.167177,2023-01-04,2023-01-11,"1,1-Dichloroethylene",EPA 8260,VOC,0.634,ug/L,0.35,,7.0,Eurofins TestAmerica,TL,False,False,False,7.0,False,False,PASS,WITHIN_LIMIT
MW-05-06-20250505-00848,SITE-05,Chemical Plant - Linden,MW-05-06,GW,40.625238,-74.243459,2025-05-05,2025-10-08,Lead,EPA 6020,METAL,11.101,ug/L,0.75,,15.0,Eurofins TestAmerica,RS,False,False,False,156.0,False,False,PASS,WITHIN_LIMIT
SB-02-08-20241110-00849,SITE-02,Industrial Park - Elizabeth,SB-02-08,SOIL,40.654776,-74.217614,2024-11-10,2024-11-22,Vinyl Chloride,EPA 8260,VOC,1.351,ug/L,0.1,,2.0,Pace Analytical,RS,False,False,False,12.0,False,False,PASS,WITHIN_LIMIT
SB-04-10-20230212-00850,SITE-04,Rail Yard - Kearny,SB-04-10,SOIL,40.771094,-74.144328,2023-02-12,2023-02-13,pH,EPA 9040,FIELD,6.42,SU,0.01,,,Pace Analytical,RS,False,False,False,1.0,True,False,FAIL,WITHIN_LIMIT
MW-01-01-20240404-00851,SITE-01,Former Dry Cleaner - Newark,MW-01-01,GW,40.734478,-74.165228,2024-04-04,2024-04-10,Benzene,EPA 8260,VOC,0.005,ug/L,0.25,,5.0,Eurofins TestAmerica,KP,False,False,False,6.0,False,False,PASS,WITHIN_LIMIT
MW-01-03-20250228-00852,SITE-01,Former Dry Cleaner - Newark,MW-01-03,GW,40.745212,-74.167177,2025-02-28,2025-03-28,Trichloroethylene,EPA 8260,VOC,9.08,ug/L,0.25,,5.0,Eurofins TestAmerica,RS,False,False,False,28.0,True,True,FAIL,EXCEEDANCE
SB-04-02-20240912-00853,SITE-04,Rail Yard - Kearny,SB-04-02,SOIL,40.77205,-74.152605,2024-09-12,2024-09-14,Tetrachloroethylene,EPA 8260,VOC,12.294,ug/L,0.25,,5.0,ALS Environmental,RS,False,False,False,2.0,False,True,PASS,EXCEEDANCE
MW-03-02-20231110-00854,SITE-03,Former Gas Station - Paterson,MW-03-02,GW,40.916191,-74.178011,2023-11-10,2023-11-12,Vinyl Chloride,EPA 8260,VOC,0.103,ug/L,0.1,,2.0,Eurofins TestAmerica,TL,False,False,False,2.0,False,False,PASS,WITHIN_LIMIT
SB-02-01-20240223-00855,SITE-02,Industrial Park - Elizabeth,SB-02-01,SOIL,40.670355,-74.211832,2024-02-23,2024-03-02,Vinyl Chloride,EPA 8260,VOC,0.558,ug/L,0.1,,2.0,Pace Analytical,JM,False,False,False,8.0,False,False,PASS,WITHIN_LIMIT
MW-01-03-20230308-00856,SITE-01,Former Dry Cleaner - Newark,MW-01-03,GW,40.745212,-74.167177,2023-03-08,2023-08-11,Cadmium,EPA 6020,METAL,55.772,ug/L,0.25,,5.0,Pace Analytical,KP,False,False,False,156.0,False,True,PASS,EXCEEDANCE
MW-03-01-20240213-00857,SITE-03,Former Gas Station - Paterson,MW-03-01,GW,40.913317,-74.174391,2024-02-13,2024-06-01,Arsenic,EPA 6020,METAL,0.368,ug/L,0.5,U,10.0,Pace Analytical,KP,False,False,False,109.0,False,False,PASS,WITHIN_LIMIT
MW-03-07-20230331-00858,SITE-03,Former Gas Station - Paterson,MW-03-07,GW,40.923445,-74.165705,2023-03-31,2023-03-31,Nitrate,EPA 300.0,WET_CHEM,0.413,mg/L,0.5,U,10.0,Eurofins TestAmerica,KP,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
MW-03-02-20231009-01654,SITE-02,Industrial Park - Elizabeth,SB-02-02,SOIL,40.658445,-74.209608,2023-08-03,2023-08-03,Trichloroethylene,EPA 8260,VOC,0.608,ug/L,0.25,,5.0,ALS Environmental,TL,False,True,False,0.0,False,False,FAIL,WITHIN_LIMIT
SB-04-06-20240725-00860,SITE-04,Rail Yard - Kearny,SB-04-06,SOIL,40.767578,-74.144025,2024-07-25,2024-10-04,Chromium,EPA 6020,METAL,16.945,ug/L,5.0,,100.0,Pace Analytical,KP,False,False,False,71.0,False,False,PASS,WITHIN_LIMIT
MW-01-06-20230925-00861,SITE-01,Former Dry Cleaner - Newark,MW-01-06,GW,40.744235,-74.169523,2023-09-25,2023-09-26,pH,EPA 9040,FIELD,5.86,SU,0.01,,,Pace Analytical,TL,False,False,False,1.0,True,False,FAIL,WITHIN_LIMIT
SB-04-03-20240409-00862,SITE-04,Rail Yard - Kearny,SB-04-03,SOIL,40.762398,-74.155253,2024-04-09,2024-04-16,Benzene,EPA 8260,VOC,8.334,ug/L,0.25,,5.0,Pace Analytical,RS,False,False,False,7.0,False,True,PASS,EXCEEDANCE
MW-01-03-20230824-00863,SITE-01,Former Dry Cleaner - Newark,MW-01-03,GW,40.745212,-74.167177,2023-08-24,2023-08-30,"1,1-Dichloroethylene",EPA 8260,VOC,13.043,ug/L,0.35,,7.0,ALS Environmental,KP,False,False,False,6.0,False,True,PASS,EXCEEDANCE
MW-03-02-20240124-00864,SITE-03,Former Gas Station - Paterson,MW-03-02,GW,40.916191,-74.178011,2024-01-24,2024-02-20,Mercury,EPA 7470,METAL,0.786,ug/L,0.1,,2.0,Eurofins TestAmerica,TL,False,False,False,27.0,False,False,PASS,WITHIN_LIMIT
MW-05-02-20231202-00865,SITE-05,Chemical Plant - Linden,MW-05-02,GW,40.620734,-74.250308,2023-12-02,2023-12-18,Nitrate,EPA 300.0,WET_CHEM,23.671,mg/L,0.5,,10.0,Pace Analytical,JM,False,False,False,16.0,True,True,FAIL,EXCEEDANCE
MW-03-04-20250521-00866,SITE-03,Former Gas Station - Paterson,MW-03-04,GW,40.911338,-74.168404,2025-05-21,2025-09-05,Lead,EPA 6020,METAL,22.665,ug/L,0.75,,15.0,ALS Environmental,TL,False,False,False,107.0,False,True,PASS,EXCEEDANCE
SB-04-07-20240609-00867,SITE-04,Rail Yard - Kearny,SB-04-07,SOIL,40.761196,-74.153109,2024-06-09,2024-06-10,pH,EPA 9040,FIELD,6.48,SU,0.01,,,Pace Analytical,TL,False,False,False,1.0,True,False,FAIL,WITHIN_LIMIT
MW-05-05-20231003-00868,SITE-05,Chemical Plant - Linden,MW-05-05,GW,40.617628,-74.248728,2023-10-03,2023-10-05,Vinyl Chloride,EPA 8260,VOC,0.067,ug/L,0.1,,2.0,Eurofins TestAmerica,RS,False,False,False,2.0,False,False,PASS,WITHIN_LIMIT
MW-03-07-20231007-00869,SITE-03,Former Gas Station - Paterson,MW-03-07,GW,40.923445,-74.165705,2023-10-07,2023-10-08,Nitrate,EPA 300.0,WET_CHEM,2.588,mg/L,0.5,,10.0,Pace Analytical,KP,False,False,False,1.0,False,False,PASS,WITHIN_LIMIT
SB-04-04-20241125-00870,SITE-04,Rail Yard - Kearny,SB-04-04,SOIL,40.774138,-74.142103,2024-11-25,2024-11-25,pH,EPA 9040,FIELD,8.65,SU,0.01,,,ALS Environmental,KP,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
SB-02-04-20230326-00871,SITE-02,Industrial Park - Elizabeth,SB-02-04,SOIL,40.666533,-74.205538,2023-03-26,2023-03-26,Nitrate,EPA 300.0,WET_CHEM,5.013,mg/L,0.5,,10.0,Eurofins TestAmerica,JM,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
MW-01-01-20240729-00872,SITE-01,Former Dry Cleaner - Newark,MW-01-01,GW,40.734478,-74.165228,2024-07-29,2024-08-06,"1,1-Dichloroethylene",EPA 8260,VOC,0.592,ug/L,0.35,,7.0,Pace Analytical,KP,False,False,False,8.0,False,False,PASS,WITHIN_LIMIT
MW-03-02-20230817-00873,SITE-03,Former Gas Station - Paterson,MW-03-02,GW,40.916191,-74.178011,2023-08-17,2023-08-17,pH,EPA 9040,FIELD,6.16,SU,0.01,,,Eurofins TestAmerica,JM,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
MW-03-01-20230206-00874,SITE-03,Former Gas Station - Paterson,MW-03-01,GW,40.913317,-74.174391,2023-02-06,2023-02-12,Arsenic,EPA 6020,METAL,0.259,ug/L,0.5,,10.0,Eurofins TestAmerica,TL,False,False,False,6.0,False,False,PASS,WITHIN_LIMIT
MW-05-01-20230207-00875,SITE-05,Chemical Plant - Linden,MW-05-01,GW,40.618079,-74.253984,2023-02-07,2023-02-14,"1,1-Dichloroethylene",EPA 8260,VOC,5.969,ug/L,0.35,,7.0,Pace Analytical,TL,False,False,False,7.0,False,False,PASS,WITHIN_LIMIT
MW-03-02-20231110-00876,SITE-03,Former Gas Station - Paterson,MW-03-02,GW,40.916191,-74.178011,2023-11-10,2023-11-13,Trichloroethylene,EPA 8260,VOC,0.241,ug/L,0.25,U,5.0,ALS Environmental,KP,False,False,False,3.0,False,False,PASS,WITHIN_LIMIT
SB-04-08-20240925-00877,SITE-04,Rail Yard - Kearny,SB-04-08,SOIL,40.771768,-74.145978,2024-09-25,2024-09-28,Vinyl Chloride,EPA 8260,VOC,0.204,ug/L,0.1,,2.0,ALS Environmental,RS,False,False,False,3.0,False,False,PASS,WITHIN_LIMIT
MW-01-02-20250302-00878,SITE-01,Former Dry Cleaner - Newark,MW-01-02,GW,40.739647,-74.180516,2025-03-02,2025-08-01,Chromium,EPA 6020,METAL,21.702,ug/L,5.0,,100.0,Pace Analytical,TL,False,False,False,152.0,False,False,PASS,WITHIN_LIMIT
SB-04-07-20240829-00879,SITE-04,Rail Yard - Kearny,SB-04-07,SOIL,40.761196,-74.153109,2024-08-29,2024-09-04,Trichloroethylene,EPA 8260,VOC,3.473,ug/L,0.25,,5.0,ALS Environmental,RS,False,False,False,6.0,False,False,PASS,WITHIN_LIMIT
SB-04-03-20250403-00880,SITE-04,Rail Yard - Kearny,SB-04-03,SOIL,40.762398,-74.155253,2025-04-03,2025-04-20,Mercury,EPA 7470,METAL,0.218,ug/L,0.1,,2.0,Eurofins TestAmerica,KP,False,False,False,17.0,False,False,PASS,WITHIN_LIMIT
SB-04-10-20240810-00881,SITE-04,Rail Yard - Kearny,SB-04-10,SOIL,40.771094,-74.144328,2024-08-10,2024-09-10,"1,1-Dichloroethylene",EPA 8260,VOC,16.206,ug/L,0.35,,7.0,Pace Analytical,KP,False,False,False,31.0,True,True,FAIL,EXCEEDANCE
MW-05-05-20240125-00882,SITE-05,Chemical Plant - Linden,MW-05-05,GW,40.617628,-74.248728,2024-01-25,2024-01-25,Tetrachloroethylene,EPA 8260,VOC,0.218,ug/L,0.25,,5.0,ALS Environmental,TL,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
MW-01-02-20240628-00883,SITE-01,Former Dry Cleaner - Newark,MW-01-02,GW,40.739647,-74.180516,2024-06-28,2024-09-29,Chromium,EPA 6020,METAL,21.647,ug/L,5.0,,100.0,ALS Environmental,JM,False,False,False,93.0,False,False,PASS,WITHIN_LIMIT
SB-02-03-20250125-00884,SITE-02,Industrial Park - Elizabeth,SB-02-03,SOIL,40.655176,-74.204147,2025-01-25,2025-06-19,Chromium,EPA 6020,METAL,41.337,ug/L,5.0,,100.0,ALS Environmental,KP,False,False,False,145.0,False,False,PASS,WITHIN_LIMIT
SB-02-04-20241210-00885,SITE-02,Industrial Park - Elizabeth,SB-02-04,SOIL,40.666533,-74.205538,2024-12-10,2024-12-12,Benzene,EPA 8260,VOC,1.395,ug/L,0.25,,5.0,Pace Analytical,JM,False,False,False,2.0,False,False,PASS,WITHIN_LIMIT
MW-03-07-20231220-00886,SITE-03,Former Gas Station - Paterson,MW-03-07,GW,40.923445,-74.165705,2023-12-20,2023-12-21,Lead,EPA 6020,METAL,1.852,ug/L,0.75,,15.0,Eurofins TestAmerica,KP,False,False,False,1.0,False,False,PASS,WITHIN_LIMIT
SB-02-06-20231024-00887,SITE-02,Industrial Park - Elizabeth,SB-02-06,SOIL,40.671762,-74.205132,2023-10-24,2023-10-25,Vinyl Chloride,EPA 8260,VOC,0.841,ug/L,0.1,,2.0,Pace Analytical,RS,False,False,False,1.0,False,False,PASS,WITHIN_LIMIT
SB-02-09-20230514-00888,SITE-02,Industrial Park - Elizabeth,SB-02-09,SOIL,40.667561,-74.205805,2023-05-14,2023-07-23,Cadmium,EPA 6020,METAL,0.245,ug/L,0.25,U,5.0,ALS Environmental,RS,False,False,False,70.0,False,False,PASS,WITHIN_LIMIT
SB-04-10-20230901-00889,SITE-04,Rail Yard - Kearny,SB-04-10,SOIL,40.771094,-74.144328,2023-09-01,2023-09-02,Nitrate,EPA 300.0,WET_CHEM,2.182,mg/L,0.5,,10.0,Pace Analytical,KP,False,False,False,1.0,False,False,PASS,WITHIN_LIMIT
MW-03-03-20230129-00890,SITE-03,Former Gas Station - Paterson,MW-03-03,GW,40.909398,-74.172286,2023-01-29,2023-02-04,"1,1-Dichloroethylene",EPA 8260,VOC,0.808,ug/L,0.35,,7.0,Pace Analytical,TL,False,False,False,6.0,False,False,PASS,WITHIN_LIMIT
MW-03-04-20241216-00891,SITE-03,Former Gas Station - Paterson,MW-03-04,GW,40.911338,-74.168404,2024-12-16,2025-01-31,Mercury,EPA 7470,METAL,1.741,ug/L,0.1,,2.0,ALS Environmental,KP,False,False,False,46.0,False,False,PASS,WITHIN_LIMIT
SB-04-10-20250425-00892,SITE-04,Rail Yard - Kearny,SB-04-10,SOIL,40.771094,-74.144328,2025-04-25,2025-04-29,Chromium,EPA 6020,METAL,19.741,ug/L,5.0,,100.0,Eurofins TestAmerica,KP,False,False,False,4.0,False,False,PASS,WITHIN_LIMIT
MW-03-02-20241028-00893,SITE-03,Former Gas Station - Paterson,MW-03-02,GW,40.916191,-74.178011,2024-10-28,2024-11-04,"1,1-Dichloroethylene",EPA 8260,VOC,-1.982,ug/L,0.35,,7.0,ALS Environmental,TL,False,False,True,7.0,False,False,FAIL,WITHIN_LIMIT
MW-01-06-20230428-00894,SITE-01,Former Dry Cleaner - Newark,MW-01-06,GW,40.744235,-74.169523,2023-04-28,2023-04-30,Benzene,EPA 8260,VOC,4.382,ug/L,0.25,,5.0,ALS Environmental,KP,False,False,False,2.0,False,False,PASS,WITHIN_LIMIT
SB-02-05-20250123-00895,SITE-02,Industrial Park - Elizabeth,SB-02-05,SOIL,40.660991,-74.201286,2025-01-23,2025-02-02,Tetrachloroethylene,EPA 8260,VOC,0.009,ug/L,0.25,,5.0,Eurofins TestAmerica,RS,False,False,False,10.0,False,False,PASS,WITHIN_LIMIT
SB-04-07-20230609-00896,SITE-04,Rail Yard - Kearny,SB-04-07,SOIL,40.761196,-74.153109,2023-06-09,2023-06-10,Nitrate,EPA 300.0,WET_CHEM,1.938,mg/L,0.5,,10.0,Eurofins TestAmerica,KP,False,False,False,1.0,False,False,PASS,WITHIN_LIMIT
SB-02-02-20230227-00897,SITE-02,Industrial Park - Elizabeth,SB-02-02,SOIL,40.658445,-74.209608,2023-02-27,2023-03-07,Trichloroethylene,EPA 8260,VOC,1.11,ug/L,0.25,,5.0,Pace Analytical,KP,False,False,False,8.0,False,False,PASS,WITHIN_LIMIT
MW-01-03-20250107-00898,SITE-01,Former Dry Cleaner - Newark,MW-01-03,GW,40.745212,-74.167177,2025-01-07,2025-01-13,Vinyl Chloride,EPA 8260,VOC,0.058,ug/L,0.1,,2.0,Pace Analytical,RS,False,False,False,6.0,False,False,PASS,WITHIN_LIMIT
MW-01-03-20250510-00899,SITE-01,Former Dry Cleaner - Newark,MW-01-03,GW,40.745212,-74.167177,2025-05-10,2025-10-21,Chromium,EPA 6020,METAL,6.288,ug/L,5.0,,100.0,ALS Environmental,JM,False,False,False,164.0,False,False,PASS,WITHIN_LIMIT
MW-03-03-20240606-00900,SITE-03,Former Gas Station - Paterson,MW-03-03,GW,40.909398,-74.172286,2024-06-06,2024-10-20,Arsenic,EPA 6020,METAL,1.051,ug/L,0.5,,10.0,Pace Analytical,TL,False,False,False,136.0,False,False,PASS,WITHIN_LIMIT
SB-02-08-20250316-00901,SITE-02,Industrial Park - Elizabeth,SB-02-08,SOIL,40.654776,-74.217614,2025-03-16,2025-03-26,Benzene,EPA 8260,VOC,0.618,ug/L,0.25,,5.0,ALS Environmental,RS,False,False,False,10.0,False,False,PASS,WITHIN_LIMIT
SB-04-07-20231012-00902,SITE-04,Rail Yard - Kearny,SB-04-07,SOIL,40.761196,-74.153109,2023-10-12,2024-03-19,Arsenic,EPA 6020,METAL,2.581,ug/L,0.5,,10.0,Pace Analytical,KP,False,False,False,159.0,False,False,PASS,WITHIN_LIMIT
SB-02-04-20250528-00903,SITE-02,Industrial Park - Elizabeth,SB-02-04,SOIL,40.666533,-74.205538,2025-05-28,2025-05-28,Nitrate,EPA 300.0,WET_CHEM,0.514,mg/L,0.5,,10.0,Pace Analytical,RS,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
MW-03-05-20230413-00904,SITE-03,Former Gas Station - Paterson,MW-03-05,GW,40.915543,-74.165146,2023-04-13,2023-06-13,Chromium,EPA 6020,METAL,5.055,ug/L,5.0,,100.0,ALS Environmental,KP,False,False,False,61.0,False,False,PASS,WITHIN_LIMIT
MW-03-01-20241217-00905,SITE-03,Former Gas Station - Paterson,MW-03-01,GW,40.913317,-74.174391,2024-12-17,2024-12-17,Nitrate,EPA 300.0,WET_CHEM,1.404,mg/L,0.5,,10.0,Pace Analytical,RS,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
SB-02-07-20230411-00906,SITE-02,Industrial Park - Elizabeth,SB-02-07,SOIL,40.657793,-74.211366,2023-04-11,2023-04-19,"1,1-Dichloroethylene",EPA 8260,VOC,0.306,ug/L,0.35,,7.0,Pace Analytical,RS,False,False,False,8.0,False,False,PASS,WITHIN_LIMIT
MW-03-02-20230816-00907,SITE-03,Former Gas Station - Paterson,MW-03-02,GW,40.916191,-74.178011,2023-08-16,2023-08-22,Vinyl Chloride,EPA 8260,VOC,0.549,ug/L,0.1,,2.0,ALS Environmental,TL,False,False,False,6.0,False,False,PASS,WITHIN_LIMIT
SB-02-06-20230630-00908,SITE-02,Industrial Park - Elizabeth,SB-02-06,SOIL,40.671762,-74.205132,2023-06-30,2023-07-12,Trichloroethylene,EPA 8260,VOC,1.262,ug/L,0.25,,5.0,ALS Environmental,TL,False,False,False,12.0,False,False,PASS,WITHIN_LIMIT
MW-03-05-20231112-00909,SITE-03,Former Gas Station - Paterson,MW-03-05,GW,40.915543,-74.165146,2023-11-12,2023-11-12,Nitrate,EPA 300.0,WET_CHEM,1.82,mg/L,0.5,,10.0,ALS Environmental,KP,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
SB-02-09-20230101-00910,SITE-02,Industrial Park - Elizabeth,SB-02-09,SOIL,40.667561,-74.205805,2023-01-01,2023-04-30,Cadmium,EPA 6020,METAL,3.3,ug/L,0.25,,5.0,Eurofins TestAmerica,JM,False,False,False,119.0,False,False,PASS,WITHIN_LIMIT
MW-03-06-20230922-00911,SITE-03,Former Gas Station - Paterson,MW-03-06,GW,40.920805,-74.175553,2023-09-22,2024-01-27,Arsenic,EPA 6020,METAL,5.729,ug/L,0.5,,10.0,Eurofins TestAmerica,TL,False,False,False,127.0,False,False,PASS,WITHIN_LIMIT
SB-02-05-20230228-00912,SITE-02,Industrial Park - Elizabeth,SB-02-05,SOIL,40.660991,-74.201286,2023-02-28,2023-03-01,pH,EPA 9040,FIELD,6.86,SU,0.01,,,Pace Analytical,KP,False,False,False,1.0,True,False,FAIL,WITHIN_LIMIT
